Event Start Trial Time [ms]	Event End Trial Time [ms]	Event Duration [ms]	Visual Intake Position X [px]	Visual Intake Position Y [px]	Event
41745	41905	160	936	408	Injection
41925	42814	889	931	392	Injection
42855	43814	959	939	405	Injection
43934	44104	170	1134	227	Injection
44274	44514	240	1118	158	Injection
44844	45024	180	952	435	Injection
45663	46962	1299	940	462	Injection
47332	47422	90	1223	69	Injection
47442	47532	90	1239	107	Injection
47572	47702	130	1180	166	Injection
47722	47842	120	1178	200	Injection
48341	48531	190	910	594	Injection
48571	49051	480	903	610	Injection
49201	49291	90	1166	241	Injection
49411	49651	240	1171	276	Injection
49731	49821	90	1043	254	Injection
49841	49961	120	1038	270	Injection
50130	50390	260	1061	288	Injection
50410	50640	230	1029	285	Injection
50680	51300	620	1048	299	Injection
51340	51890	550	1053	319	Injection
51909	52239	330	1077	325	Injection
52499	52679	180	912	693	Injection
52719	53319	600	911	666	Injection
53428	53708	280	1071	276	Injection
53728	53818	90	1040	287	Injection
53838	54288	450	1064	309	Injection
54308	54458	150	1076	313	Injection
54638	54708	70	1146	321	Injection
54728	54998	270	1165	320	Injection
55147	55777	630	1075	312	Injection
56107	57676	1569	923	678	Injection
58415	58735	320	1093	641	Injection
58775	58905	130	1200	654	Injection
58915	58985	70	1250	631	Injection
59025	59255	230	1082	674	Injection
59295	59405	110	931	717	Injection
59445	59575	130	1159	694	Injection
59595	59805	210	1126	696	Remove Tip
59885	60105	220	1475	744	Remove Tip
60124	60234	110	1423	703	Remove Tip
60444	60524	80	1233	651	Remove Tip
60744	60844	100	604	682	Remove Tip
60864	60934	70	643	660	Remove Tip
60974	61224	250	730	655	Remove Tip
61304	61504	200	983	610	Remove Tip
61564	62024	460	932	604	Remove Tip
62063	62183	120	911	636	Remove Tip
62223	62343	120	922	629	Remove Tip
62363	62773	410	936	619	Remove Tip
62793	63433	640	932	651	Remove Tip
63512	63692	180	949	630	Remove Tip
63742	63902	160	968	617	Remove Tip
63922	64212	290	1003	612	Remove Tip
64342	64702	360	979	636	Remove Tip
64772	64982	210	964	639	Remove Tip
65042	65172	130	982	610	Remove Tip
65321	65441	120	969	607	Remove Tip
65461	65551	90	921	637	Remove Tip
65591	65841	250	902	648	Remove Tip
65861	66051	190	896	659	Remove Tip
66171	66521	350	874	617	Remove Tip
66561	66791	230	833	608	Remove Tip
66811	67271	460	879	607	Remove Tip
67290	67970	680	922	599	Remove Tip
67990	68090	100	923	610	Remove Tip
68140	68360	220	922	626	Remove Tip
68380	68560	180	906	615	Remove Tip
68809	69189	380	900	598	Remove Tip
69209	70138	929	901	583	Remove Tip
70159	70409	250	928	597	Remove Tip
70578	70768	190	1214	601	Remove Tip
70838	70968	130	862	587	Cap On
71128	71308	180	1119	596	Cap On
71358	71768	410	848	625	Cap On
71808	72038	230	847	600	Cap On
72077	72227	150	854	569	Cap On
72257	72467	210	820	658	Cap On
72507	72607	100	836	662	Cap On
72627	72807	180	853	659	Cap On
72907	73027	120	854	637	Cap On
73047	73137	90	846	625	Cap On
73527	73607	80	893	626	Cap On
74046	74216	170	659	353	Cap On
